"time","y1"
0,0
0.001,0
0.002,0
0.003,0
0.004,0
0.005,0
0.006,0
0.007,0
0.008,0
0.009,0
0.01,0
0.011,0
0.012,0
0.013,0
0.014,0
0.015,0
0.016,0
0.017,0
0.018,0
0.019,0
0.02,0
0.021,0
0.022,0
0.023,0
0.024,0
0.025,0
0.026,0
0.027,0
0.028,0
0.029,0
0.03,0
0.031,0
0.032,0
0.033,0
0.034,0
0.035,0
0.036,0
0.037,0
0.038,0
0.039,0
0.04,0
0.041,0
0.042,0
0.043,0
0.044,0
0.045,0
0.046,0
0.047,0
0.048,0
0.049,0
0.05,0
0.051,0
0.052,0
0.053,0
0.054,0
0.055,0
0.056,0
0.057,0
0.058,0
0.059,0
0.06,0
0.061,0
0.062,0
0.063,0
0.064,0
0.065,0
0.066,0
0.067,0
0.068,0
0.069,0
0.07,0
0.071,0
0.072,0
0.073,0
0.074,0
0.075,0
0.076,0
0.077,0
0.078,0
0.079,0
0.08,0
0.081,0
0.082,0
0.083,0
0.084,0
0.085,0
0.086,0
0.087,0
0.088,0
0.089,0
0.09,0
0.091,0
0.092,0
0.093,0
0.094,0
0.095,0
0.096,0
0.097,0
0.098,0
0.099,0
0.1,0
0.101,0
0.102,0
0.103,0
0.104,0
0.105,0
0.106,0
0.107,0
0.108,0
0.109,0
0.11,0
0.111,0
0.112,0
0.113,0
0.114,0
0.115,0
0.116,0
0.117,0
0.118,0
0.119,0
0.12,0
0.121,0
0.122,0
0.123,0
0.124,0
0.125,0
0.126,0
0.127,0
0.128,0
0.129,0
0.13,0
0.131,0
0.132,0
0.133,0
0.134,0
0.135,0
0.136,0
0.137,0
0.138,0
0.139,0
0.14,0
0.141,0
0.142,0
0.143,0
0.144,0
0.145,0
0.146,0
0.147,0
0.148,0
0.149,0
0.15,0
0.151,0
0.152,0
0.153,0
0.154,0
0.155,0
0.156,0
0.157,0
0.158,0
0.159,0
0.16,0
0.161,0
0.162,0
0.163,0
0.164,0
0.165,0
0.166,0
0.167,0
0.168,0
0.169,0
0.17,0
0.171,0
0.172,0
0.173,0
0.174,0
0.175,0
0.176,0
0.177,0
0.178,0
0.179,0
0.18,0
0.181,0
0.182,0
0.183,0
0.184,0
0.185,0
0.186,0
0.187,0
0.188,0
0.189,0
0.19,0
0.191,0
0.192,0
0.193,0
0.194,0
0.195,0
0.196,0
0.197,0
0.198,0
0.199,0
0.2,0
0.201,0
0.202,0
0.203,0
0.204,0.00223651
0.205,0.0120628
0.206,0.0217633
0.207,0.0313997
0.208,0.0409721
0.209,0.0504805
0.21,0.059905
0.211,0.0692208
0.212,0.0784542
0.213,0.087605
0.214,0.0966733
0.215,0.105658
0.216,0.114551
0.217,0.123358
0.218,0.132079
0.219,0.140715
0.22,0.149266
0.221,0.157748
0.222,0.166149
0.223,0.174468
0.224,0.182705
0.225,0.190859
0.226,0.19893
0.227,0.206919
0.228,0.214826
0.229,0.22265
0.23,0.230392
0.231,0.238059
0.232,0.245675
0.233,0.253216
0.234,0.260681
0.235,0.26807
0.236,0.275383
0.237,0.282621
0.238,0.289782
0.239,0.296868
0.24,0.303877
0.241,0.310811
0.242,0.317687
0.243,0.324514
0.244,0.331272
0.245,0.337961
0.246,0.344582
0.247,0.351134
0.248,0.357617
0.249,0.364031
0.25,0.370377
0.251,0.376653
0.252,0.382861
0.253,0.389028
0.254,0.395143
0.255,0.401196
0.256,0.407187
0.257,0.413116
0.258,0.418984
0.259,0.424789
0.26,0.430532
0.261,0.436214
0.262,0.441833
0.263,0.447391
0.264,0.452924
0.265,0.458405
0.266,0.463832
0.267,0.469205
0.268,0.474525
0.269,0.479792
0.27,0.485005
0.271,0.490166
0.272,0.495274
0.273,0.50033
0.274,0.505334
0.275,0.510285
0.276,0.515185
0.277,0.520034
0.278,0.524831
0.279,0.529578
0.28,0.534273
0.281,0.538919
0.282,0.543513
0.283,0.548058
0.284,0.552577
0.285,0.557051
0.286,0.56148
0.287,0.565863
0.288,0.570202
0.289,0.574497
0.29,0.578748
0.291,0.582955
0.292,0.587119
0.293,0.591241
0.294,0.59532
0.295,0.599358
0.296,0.603354
0.297,0.607309
0.298,0.611223
0.299,0.615097
0.3,0.618932
0.301,0.622726
0.302,0.626482
0.303,0.6302
0.304,0.633881
0.305,0.637525
0.306,0.641132
0.307,0.644703
0.308,0.648237
0.309,0.651736
0.31,0.655199
0.311,0.658628
0.312,0.662022
0.313,0.665381
0.314,0.668708
0.315,0.672001
0.316,0.675261
0.317,0.678489
0.318,0.681685
0.319,0.68485
0.32,0.687983
0.321,0.691086
0.322,0.694158
0.323,0.697201
0.324,0.700206
0.325,0.703181
0.326,0.706125
0.327,0.70904
0.328,0.711926
0.329,0.714783
0.33,0.717612
0.331,0.720412
0.332,0.723185
0.333,0.725931
0.334,0.728649
0.335,0.731341
0.336,0.734007
0.337,0.736647
0.338,0.739261
0.339,0.74185
0.34,0.744414
0.341,0.746954
0.342,0.74947
0.343,0.751962
0.344,0.754421
0.345,0.756855
0.346,0.759264
0.347,0.76165
0.348,0.764011
0.349,0.76635
0.35,0.768665
0.351,0.770958
0.352,0.773228
0.353,0.775476
0.354,0.777702
0.355,0.779906
0.356,0.782089
0.357,0.784251
0.358,0.786392
0.359,0.788512
0.36,0.790613
0.361,0.792693
0.362,0.794754
0.363,0.796796
0.364,0.79881
0.365,0.800804
0.366,0.802778
0.367,0.804733
0.368,0.806668
0.369,0.808584
0.37,0.810481
0.371,0.812359
0.372,0.81422
0.373,0.816061
0.374,0.817885
0.375,0.819692
0.376,0.82148
0.377,0.823252
0.378,0.825006
0.379,0.826744
0.38,0.828465
0.381,0.830169
0.382,0.831858
0.383,0.83353
0.384,0.835181
0.385,0.836815
0.386,0.838433
0.387,0.840034
0.388,0.84162
0.389,0.843191
0.39,0.844745
0.391,0.846285
0.392,0.847809
0.393,0.849318
0.394,0.850813
0.395,0.852293
0.396,0.853759
0.397,0.85521
0.398,0.856648
0.399,0.858072
0.4,0.859482
0.401,0.860878
0.402,0.862261
0.403,0.863631
0.404,0.864984
0.405,0.866323
0.406,0.867649
0.407,0.868961
0.408,0.870261
0.409,0.871547
0.41,0.872821
0.411,0.874082
0.412,0.875331
0.413,0.876568
0.414,0.877793
0.415,0.879005
0.416,0.880206
0.417,0.881395
0.418,0.882573
0.419,0.883739
0.42,0.884894
0.421,0.886038
0.422,0.887172
0.423,0.888294
0.424,0.889402
0.425,0.890499
0.426,0.891585
0.427,0.89266
0.428,0.893725
0.429,0.894779
0.43,0.895822
0.431,0.896856
0.432,0.897879
0.433,0.898892
0.434,0.899895
0.435,0.900889
0.436,0.901872
0.437,0.902846
0.438,0.903811
0.439,0.904767
0.44,0.905713
0.441,0.90665
0.442,0.907578
0.443,0.908497
0.444,0.909405
0.445,0.910304
0.446,0.911193
0.447,0.912074
0.448,0.912946
0.449,0.913809
0.45,0.914664
0.451,0.915511
0.452,0.916349
0.453,0.917179
0.454,0.918
0.455,0.918814
0.456,0.91962
0.457,0.920418
0.458,0.921208
0.459,0.921991
0.46,0.922766
0.461,0.923533
0.462,0.924294
0.463,0.925047
0.464,0.92579
0.465,0.926526
0.466,0.927255
0.467,0.927976
0.468,0.928691
0.469,0.929398
0.47,0.930098
0.471,0.930792
0.472,0.931478
0.473,0.932158
0.474,0.932831
0.475,0.933497
0.476,0.934157
0.477,0.934811
0.478,0.935458
0.479,0.936099
0.48,0.936734
0.481,0.937363
0.482,0.937986
0.483,0.938603
0.484,0.939212
0.485,0.939815
0.486,0.940412
0.487,0.941003
0.488,0.941588
0.489,0.942167
0.49,0.94274
0.491,0.943308
0.492,0.943871
0.493,0.944428
0.494,0.944979
0.495,0.945525
0.496,0.946065
0.497,0.946601
0.498,0.947131
0.499,0.947656
0.5,0.948176
0.501,0.948691
0.502,0.949202
0.503,0.949707
0.504,0.950206
0.505,0.9507
0.506,0.951188
0.507,0.951673
0.508,0.952152
0.509,0.952626
0.51,0.953096
0.511,0.953561
0.512,0.954022
0.513,0.954478
0.514,0.95493
0.515,0.955377
0.516,0.95582
0.517,0.956258
0.518,0.956693
0.519,0.957123
0.52,0.957549
0.521,0.957971
0.522,0.958389
0.523,0.958803
0.524,0.959211
0.525,0.959616
0.526,0.960016
0.527,0.960413
0.528,0.960805
0.529,0.961194
0.53,0.961579
0.531,0.96196
0.532,0.962337
0.533,0.962711
0.534,0.963081
0.535,0.963447
