"time","y1"
0,0
0.001,0
0.002,0
0.003,0
0.004,0
0.005,0
0.006,0
0.007,0
0.008,0
0.009,0
0.01,0
0.011,0
0.012,0
0.013,0
0.014,0
0.015,0
0.016,0
0.017,0
0.018,0
0.019,0
0.02,0
0.021,0
0.022,0
0.023,0
0.024,0
0.025,0
0.026,0
0.027,0
0.028,0
0.029,0
0.03,0
0.031,0
0.032,0
0.033,0
0.034,0
0.035,0
0.036,0
0.037,0
0.038,0
0.039,0
0.04,0
0.041,0
0.042,0
0.043,0
0.044,0
0.045,0
0.046,0
0.047,0
0.048,0
0.049,0
0.05,0
0.051,0
0.052,0
0.053,0
0.054,0
0.055,0
0.056,0
0.057,0
0.058,0
0.059,0
0.06,0
0.061,0
0.062,0
0.063,0
0.064,0
0.065,0
0.066,0
0.067,0
0.068,0
0.069,0
0.07,0
0.071,0
0.072,0
0.073,0
0.074,0
0.075,0
0.076,0
0.077,0
0.078,0
0.079,0
0.08,0
0.081,0
0.082,0
0.083,0
0.084,0
0.085,0
0.086,0
0.087,0
0.088,0
0.089,0
0.09,0
0.091,0
0.092,0
0.093,0
0.094,0
0.095,0
0.096,0
0.097,0
0.098,0
0.099,0
0.1,0
0.101,0
0.102,0
0.103,0
0.104,0
0.105,0
0.106,0
0.107,0
0.108,0
0.109,0
0.11,0
0.111,0
0.112,0
0.113,0
0.114,0
0.115,0
0.116,0
0.117,0
0.118,0
0.119,0
0.12,0
0.121,0
0.122,0
0.123,0
0.124,0
0.125,0
0.126,0
0.127,0
0.128,0
0.129,0
0.13,0
0.131,0
0.132,0
0.133,0
0.134,0
0.135,0
0.136,0
0.137,0
0.138,0
0.139,0
0.14,0
0.141,0
0.142,0
0.143,0
0.144,0
0.145,0
0.146,0
0.147,0
0.148,0
0.149,0
0.15,0
0.151,0
0.152,0
0.153,0
0.154,0
0.155,0
0.156,0
0.157,0
0.158,0
0.159,0
0.16,0
0.161,0
0.162,0
0.163,0
0.164,0
0.165,0
0.166,0
0.167,0
0.168,0
0.169,0
0.17,0
0.171,0
0.172,0
0.173,0
0.174,0
0.175,0
0.176,0
0.177,0
0.178,0
0.179,0
0.18,0
0.181,0
0.182,0
0.183,0
0.184,0
0.185,0
0.186,0
0.187,0
0.188,0
0.189,0
0.19,0
0.191,0
0.192,0
0.193,0
0.194,0
0.195,0
0.196,0
0.197,0
0.198,0
0.199,0
0.2,0
0.201,0
0.202,0.002
0.203,0.0039989
0.204,0.0059967
0.205,0.0079934
0.206,0.00998901
0.207,0.0119835
0.208,0.0139769
0.209,0.0159693
0.21,0.0179605
0.211,0.0199506
0.212,0.0219397
0.213,0.0239276
0.214,0.0259145
0.215,0.0279003
0.216,0.029885
0.217,0.0318686
0.218,0.0338511
0.219,0.0358325
0.22,0.0378129
0.221,0.0397921
0.222,0.0417703
0.223,0.0437474
0.224,0.0457235
0.225,0.0476984
0.226,0.0496723
0.227,0.0516451
0.228,0.0536168
0.229,0.0555875
0.23,0.0575571
0.231,0.0595256
0.232,0.061493
0.233,0.0634594
0.234,0.0654247
0.235,0.0673889
0.236,0.0693521
0.237,0.0713142
0.238,0.0732752
0.239,0.0752351
0.24,0.077194
0.241,0.0791519
0.242,0.0811087
0.243,0.0830644
0.244,0.085019
0.245,0.0869726
0.246,0.0889252
0.247,0.0908767
0.248,0.0928271
0.249,0.0947765
0.25,0.0967248
0.251,0.0986721
0.252,0.100618
0.253,0.102563
0.254,0.104508
0.255,0.106451
0.256,0.108393
0.257,0.110334
0.258,0.112274
0.259,0.114212
0.26,0.11615
0.261,0.118087
0.262,0.120023
0.263,0.121958
0.264,0.123891
0.265,0.125824
0.266,0.127755
0.267,0.129686
0.268,0.131616
0.269,0.133544
0.27,0.135471
0.271,0.137398
0.272,0.139323
0.273,0.141248
0.274,0.143171
0.275,0.145093
0.276,0.147015
0.277,0.148935
0.278,0.150854
0.279,0.152772
0.28,0.154689
0.281,0.156605
0.282,0.158521
0.283,0.160435
0.284,0.162348
0.285,0.16426
0.286,0.166171
0.287,0.168081
0.288,0.16999
0.289,0.171898
0.29,0.173805
0.291,0.175711
0.292,0.177616
0.293,0.179519
0.294,0.181422
0.295,0.183324
0.296,0.185225
0.297,0.187125
0.298,0.189024
0.299,0.190922
0.3,0.192819
0.301,0.194714
0.302,0.196609
0.303,0.198503
0.304,0.200396
0.305,0.202288
0.306,0.204179
0.307,0.206068
0.308,0.207957
0.309,0.209845
0.31,0.211732
0.311,0.213618
0.312,0.215503
0.313,0.217387
0.314,0.219269
0.315,0.221151
0.316,0.223032
0.317,0.224912
0.318,0.226791
0.319,0.228669
0.32,0.230546
0.321,0.232422
0.322,0.234297
0.323,0.236171
0.324,0.238043
0.325,0.239915
0.326,0.241786
0.327,0.243656
0.328,0.245526
0.329,0.247394
0.33,0.249261
0.331,0.251127
0.332,0.252992
0.333,0.254856
0.334,0.256719
0.335,0.258581
0.336,0.260443
0.337,0.262303
0.338,0.264162
0.339,0.26602
0.34,0.267878
0.341,0.269734
0.342,0.27159
0.343,0.273444
0.344,0.275297
0.345,0.27715
0.346,0.279001
0.347,0.280852
0.348,0.282702
0.349,0.28455
0.35,0.286398
0.351,0.288245
0.352,0.29009
0.353,0.291935
0.354,0.293779
0.355,0.295622
0.356,0.297464
0.357,0.299305
0.358,0.301145
0.359,0.302984
0.36,0.304822
0.361,0.306659
0.362,0.308495
0.363,0.310331
0.364,0.312165
0.365,0.313998
0.366,0.315831
0.367,0.317662
0.368,0.319493
0.369,0.321322
0.37,0.323151
0.371,0.324978
0.372,0.326805
0.373,0.328631
0.374,0.330456
0.375,0.33228
0.376,0.334103
0.377,0.335925
0.378,0.337746
0.379,0.339566
0.38,0.341385
0.381,0.343204
0.382,0.345021
0.383,0.346837
0.384,0.348653
0.385,0.350467
0.386,0.352281
0.387,0.354094
0.388,0.355905
0.389,0.357716
0.39,0.359526
0.391,0.361335
0.392,0.363143
0.393,0.36495
0.394,0.366757
0.395,0.368562
0.396,0.370366
0.397,0.37217
0.398,0.373972
0.399,0.375774
0.4,0.377574
0.401,0.379374
0.402,0.381173
0.403,0.382971
0.404,0.384768
0.405,0.386564
0.406,0.388359
0.407,0.390154
0.408,0.391947
0.409,0.393739
0.41,0.395531
0.411,0.397322
0.412,0.399111
0.413,0.4009
0.414,0.402688
0.415,0.404475
0.416,0.406261
0.417,0.408046
0.418,0.409831
0.419,0.411614
0.42,0.413396
0.421,0.415178
0.422,0.416959
0.423,0.418738
0.424,0.420517
0.425,0.422295
0.426,0.424072
0.427,0.425848
0.428,0.427624
0.429,0.429398
0.43,0.431172
0.431,0.432944
0.432,0.434716
0.433,0.436487
0.434,0.438257
0.435,0.440026
0.436,0.441794
0.437,0.443561
0.438,0.445327
0.439,0.447093
0.44,0.448858
0.441,0.450621
0.442,0.452384
0.443,0.454146
0.444,0.455907
0.445,0.457667
0.446,0.459426
0.447,0.461185
0.448,0.462942
0.449,0.464699
0.45,0.466455
0.451,0.46821
0.452,0.469964
0.453,0.471717
0.454,0.473469
0.455,0.47522
0.456,0.476971
0.457,0.478721
0.458,0.480469
0.459,0.482217
0.46,0.483964
0.461,0.48571
0.462,0.487456
0.463,0.4892
0.464,0.490944
0.465,0.492686
0.466,0.494428
0.467,0.496169
0.468,0.497909
0.469,0.499648
0.47,0.501387
0.471,0.503124
0.472,0.504861
0.473,0.506597
0.474,0.508332
0.475,0.510066
0.476,0.511799
0.477,0.513531
0.478,0.515263
0.479,0.516993
0.48,0.518723
0.481,0.520452
0.482,0.52218
0.483,0.523907
0.484,0.525634
0.485,0.527359
0.486,0.529084
0.487,0.530808
0.488,0.532531
0.489,0.534253
0.49,0.535974
0.491,0.537694
0.492,0.539414
0.493,0.541133
0.494,0.542851
0.495,0.544568
0.496,0.546284
0.497,0.547999
0.498,0.549714
0.499,0.551427
0.5,0.55314
0.501,0.554852
0.502,0.556563
0.503,0.558274
0.504,0.559983
0.505,0.561692
0.506,0.5634
0.507,0.565107
0.508,0.566813
0.509,0.568518
0.51,0.570222
0.511,0.571926
0.512,0.573629
0.513,0.575331
0.514,0.577032
0.515,0.578732
0.516,0.580432
0.517,0.58213
0.518,0.583828
0.519,0.585525
0.52,0.587222
0.521,0.588917
0.522,0.590611
0.523,0.592305
0.524,0.593998
0.525,0.59569
0.526,0.597381
0.527,0.599072
0.528,0.600761
0.529,0.60245
0.53,0.604138
